"","Time-to-event models parameters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","-0.0196078398693885","0.0293165761153926","0.0196078398693875","-0.0109133625161632","0.014985803147759","-0.0149858031477581","-0.014985803147758","0.0109133625161635","0.0109133625161632","-0.0198352956314078","0.0754689446591083","-0.0754689446591076","-0.0754689446591334","0.0198352956314096","0.0198352956314208","0.0111978928152648","0.0122488025523522","-0.0111978928045105","-0.0111978928061864","-0.0122488025435039","-0.0122488025466244","-0.00964341900213877","0.014039401274005","-0.0140394012740035","-0.0140394012740043","0.00964341900213869","0.00964341900213899","0.042883447813817","0.0741116041866104","-0.0741116041183725","-0.0741116041730536","-0.0428834477718106","-0.0428834478074264","-0.0095800505852766","0.0161806269867669","-0.0566332295108916","0.00958005043265895","0.00958005056255161","-0.0161806269801556","-0.0161806269795755","0.0566332291703278","0.0566332294507658","-0.32404889767113","2.40083074646886","0.302684355286846","0.324048897671212","0.324048897671531","-2.40083074647412","-2.40083074646491","-0.302684355287556","-0.30268435528626","-0.30875025353313","2.57719792177998","0.32885565821719","0.308750253534355","0.308750253532756","-2.57719792179652","-2.57719792178191","-0.328855658219388","-0.328855658217504","-0.0170254340843697","0.405468495168294","0.0544620853535201","0.017025433965955","0.0170254341393497","-0.405468494589262","-0.405468495170602","-0.0544620852825373","-0.0544620853492074","4.36900055391611","19.6111988254295","7.26529157304818","-6.1899533351894","-4.36900055351564","-4.36900055379799","-19.6111988238379","-19.6111988251426","-7.26529157241839","-7.2652915728613","6.18995333463628","6.1899533349936","4.4600809309401","19.7351532332883","7.39159903845661","-6.33251248174357","-4.46008093080612","-4.4600809308607","-19.7351532328889","-19.7351532331451","-7.39159903823529","-7.39159903836635","6.33251248152311","6.33251248165201","0.399326778981887","1.41883020045735","0.597303025606859","-0.537284574535485","-0.399326776994733","-0.39932678213663","-1.41883019296206","-1.4188302067051","-0.597303021385356","-0.597303030815807","0.537284570227535","0.537284580310684"
"3","-0.0196078398693882","0.0196078398693875","0.0265043904441354","0.0109133625161624","-0.0149858031477581","0.0211571195855403","0.0149858031477572","-0.0137885874358195","-0.0109133625161625","0.0198352956314073","-0.0754689446591075","0.10790398171778","0.0754689446591326","-0.0291915041888199","-0.0198352956314203","-0.0181108161447089","-0.0111978928045105","0.0258471869570587","0.0181108161314234","0.0143833515123575","0.0111978927973397","0.00964341900213769","-0.0140394012740035","0.0210154274854762","0.0140394012740028","-0.0120824133124925","-0.00964341900213791","-0.0428834477743323","-0.0741116041183726","0.106507406442189","0.0741116040866187","0.0628258668730959","0.0428834477558333","0.211973551583994","-0.0566332295108918","0.605959001942338","-0.211973550599017","-0.211973551301456","0.0566332294246021","0.0566332294179281","-0.605958999790675","-0.605959001154486","-0.0336645838566808","0.302684355286841","0.0388253396658235","0.0336645838566925","0.033664583856732","-0.302684355287528","-0.302684355286345","-0.0388253396659161","-0.0388253396657498","-0.0310723616489211","0.328855658217194","0.0427846380874396","0.0310723616490755","0.0310723616488751","-0.328855658219319","-0.328855658217431","-0.0427846380877223","-0.0427846380874782","-0.000181631485828651","0.0544620853535199","0.00755110500065768","0.000181631469957315","0.000181631492957046","-0.054462085275543","-0.0544620853527744","-0.00755110499108916","-0.00755110499994746","1.90739234419662","7.26529157303461","2.93831018236152","-2.60105125233804","-1.90739234404269","-1.90739234415071","-7.2652915724192","-7.26529157292174","-2.93831018211923","-2.93831018228865","2.60105125212577","2.60105125226186","1.97603906685466","7.3915990384586","3.04189318385188","-2.71468361690958","-1.97603906679305","-1.97603906682067","-7.39159903827201","-7.39159903839722","-3.04189318375042","-3.04189318381291","2.71468361680905","2.71468361686994","0.224703109486343","0.597303025606788","0.311358362946456","-0.30231946490573","-0.224703108601544","-0.224703110953512","-0.597303022119672","-0.597303028524078","-0.311358361095836","-0.311358365309189","0.302319463053133","0.302319467506577"
"4","0","0","0","0.0109133625161627","-0.0149858031477581","0.0149858031477572","0.0190850535678132","-0.0109133625161629","-0.0113243370987481","0.0198352956314102","-0.0754689446591334","0.0754689446591327","0.0938775863274364","-0.019835295631412","-0.0262620899346937","-0.0181108161476428","-0.0111978928061864","0.0181108161314234","0.0229417008156606","0.0111978927928416","0.0122844559739998","0.00964341900213826","-0.0140394012740043","0.0140394012740028","0.0188208000605568","-0.00964341900213818","-0.0104620374678123","-0.0428834478076419","-0.0741116041730535","0.0741116040866186","0.0938750464207277","0.0428834477544337","0.0560341415814422","-0.0920737136077269","0.00958005043265905","-0.211973550599018","0.150230345063747","0.092073713525848","-0.00449875157027343","-0.00958005039677431","0.328260637203745","0.211973550322956","-0.141141185078842","0.324048897671208","0.033664583856692","0.177502070876738","0.141141185078888","-0.343661116441418","-0.324048897670699","-0.0337374176871996","-0.0336645838566172","-0.147249332205151","0.308750253534314","0.0310723616490699","0.190659620425904","0.147249332205088","-0.317134414907849","-0.308750253534655","-0.0290853288265097","-0.0310723616491248","-0.0277583623927959","0.0170254339659539","0.00018163146995718","0.040680226652909","0.0277583623978826","-0.0111236169741204","-0.0170254339824346","0.00157542014400168","-0.000181631471885238","-1.73140225300336","-6.18995333517249","-2.60105125233616","2.33879941447465","1.73140225286992","1.7314022529633","6.18995333463786","6.18995333507364","2.60105125212605","2.60105125227251","-2.33879941429073","-2.33879941440815","-1.8050610381614","-6.33251248174639","-2.71468361691002","2.46308215157893","1.80506103810401","1.8050610381305","6.33251248157168","6.33251248169045","2.71468361681565","2.71468361687446","-2.46308215148562","-2.46308215154274","-0.220828780750073","-0.537284574535386","-0.302319464905699","0.300537098466196","0.220828779919766","0.220828782117706","0.537284571232038","0.537284577260975","0.30231946319114","0.302319467089648","-0.300537096763277","-0.300537100863832"
"5","0","0","0","-0.014713668798706","0.0109133625161635","-0.0137885874358195","-0.0109133625161629","0.0219378741712764","0.014713668798706","-0.00704342850333135","0.0198352956314096","-0.0291915041888199","-0.019835295631412","0.0108953921894203","0.00704342850333256","-0.0111978928031538","-0.0122488025435039","0.0143833515123575","0.0111978927928416","0.018049479061554","0.0122488025374986","-0.0143042969188024","0.00964341900213869","-0.0120824133124925","-0.00964341900213818","0.0211461599715139","0.0143042969188026","-0.0273639928410713","-0.0428834477718107","0.0628258668730959","0.0428834477544338","0.0419154630296816","0.027363992831187","-0.0920737137577642","0.00958005056255166","-0.211973551301456","0.0920737135258477","0.111517317514323","-0.00958005053061406","-0.0094864102124622","0.21197355081684","0.247119737568544","-0.141141185078898","0.324048897671528","0.0336645838567316","0.141141185078888","0.158827702701383","-0.324048897671968","-0.321511458489847","-0.0336645838567911","-0.0319409949523976","-0.14724933220491","0.308750253532718","0.03107236164887","0.147249332205089","0.175621657636282","-0.308750253534502","-0.291988023344728","-0.0310723616491037","-0.0262961907292821","-0.027758362403922","0.0170254341393489","0.000181631492956901","0.0277583623978826","0.038688462391625","-0.0170254341310291","-0.00861703276047775","-0.000181631492305507","0.00193891098989177","-1.40096435462071","-4.36900055348492","-1.90739234403438","1.73140225286406","1.59607460747027","1.40096435459187","4.86090660611733","4.3690005534133","2.15078465866244","1.90739234398849","-1.96226535242807","-1.73140225281616","-1.45116288841404","-4.4600809308028","-1.97603906679124","1.80506103810224","1.68674451074205","1.4511628883912","5.04089001269804","4.46008093076155","2.2730397764095","1.97603906676483","-2.09057036000426","-1.80506103807529","-0.190738143818858","-0.399326776994695","-0.224703108601557","0.220828779919788","0.251490222536049","0.190738145097102","0.517859716989721","0.39932677936887","0.294519715559996","0.224703110541789","-0.290469799985849","-0.220828782051859"
"6","0","0","0","-0.0147136687987059","0.0109133625161632","-0.0109133625161625","-0.0113243370987481","0.014713668798706","0.0192874538180163","-0.00704342850333218","0.0198352956314208","-0.0198352956314204","-0.0262620899346937","0.00704342850333256","0.0106312702239744","-0.0111978928084313","-0.0122488025466244","0.0111978927973397","0.0122844559739998","0.0122488025374986","0.0161262646117656","-0.0143042969188026","0.00964341900213899","-0.00964341900213791","-0.0104620374678123","0.0143042969188026","0.0190400534325983","-0.027363992862947","-0.0428834478074264","0.0428834477558332","0.0560341415814421","0.027363992831187","0.03827256899896","0.00958005055271515","-0.0161806269801556","0.056633229424602","-0.00449875157027333","-0.00958005053061401","0.0217800023178341","0.0161806269729352","-0.0531573886648823","-0.0566332293669859","0.324048897671564","-2.40083074647409","-0.302684355287523","-0.343661116441415","-0.324048897671964","2.6790680690655","2.40083074647012","0.339338780039882","0.302684355286936","0.308750253534919","-2.57719792179657","-0.328855658219322","-0.317134414907895","-0.308750253534546","2.89949707929056","2.57719792179849","0.372688647041741","0.328855658219635","0.0170254340644589","-0.405468494589268","-0.0544620852755438","-0.0111236169741219","-0.0170254341310303","0.482406270148487","0.405468494542696","0.0655457972383771","0.0544620852633184","-1.4009643546909","-4.36900055378148","-1.90739234414775","1.73140225296203","1.40096435459525","1.46088754251707","4.36900055339759","4.45494721424576","1.90739234399713","1.96875698573165","-1.73140225283028","-1.79506848574961","-1.45116288843624","-4.46008093086291","-1.97603906682104","1.80506103813062","1.45116288839248","1.53287731939415","4.46008093072943","4.57048688415658","1.97603906674929","2.06394467341485","-1.80506103805978","-1.89897259498806","-0.190738145312382","-0.399326782136579","-0.22470311095351","0.220828782117711","0.190738145097092","0.216767137930144","0.399326780637817","0.428053980367796","0.224703110221389","0.250827381781997","-0.220828781392986","-0.249247575182899"
"7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00958005054926309","-0.0161806269795755","0.056633229417928","-0.00958005039677423","-0.00948641021246217","0.0161806269729352","0.0200522695263704","-0.0566332290775202","-0.0599745715201022","0.32404889767062","-2.40083074646491","-0.302684355286345","-0.324048897670703","-0.321511458489852","2.40083074647019","2.50179793640848","0.302684355287057","0.317024969124798","0.308750253533468","-2.57719792178191","-0.328855658217428","-0.308750253534695","-0.291988023344764","2.57719792179843","2.71125890960565","0.328855658219624","0.349620535531274","0.0170254340987199","-0.405468495170603","-0.0544620853527744","-0.0170254339824357","-0.00861703276047889","0.405468494542691","0.437123735948151","0.0544620852749102","0.0597647861730572","-4.36900055352192","-19.6111988237898","-7.26529157241508","6.18995333463977","4.86090660613751","4.36900055340325","21.5185407388561","19.6111988235009","8.04611109735453","7.26529157222737","-6.88688982431126","-6.18995333444323","-4.46008093080306","-19.7351532328733","-7.39159903826382","6.33251248156369","5.04089001269734","4.46008093072352","21.8654363866546","19.7351532327296","8.2991218110414","7.39159903817332","-7.15656801786784","-6.33251248147189","-0.399326777004098","-1.41883019296209","-0.59730302211975","0.537284571232133","0.517859716989765","0.399326780637881","1.76074057184688","1.41883019983671","0.762528978466904","0.597303027913318","-0.693824975392838","-0.537284577656047"
"8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.211973551008051","0.056633229170328","-0.605958999790676","0.328260637203745","0.211973550816841","-0.0531573886648826","-0.0566332290775204","0.87660201516723","0.605958999136277","0.0336645838567396","-0.302684355287551","-0.0388253396659156","-0.0337374176871991","-0.0336645838567907","0.339338780039882","0.302684355287049","0.0439036064311412","0.038825339665841","0.0310723616491557","-0.3288556582194","-0.0427846380877235","-0.0290853288265164","-0.0310723616491098","0.372688647041745","0.328855658219635","0.0491130841380763","0.0427846380877618","0.000181631483556646","-0.0544620852825381","-0.00755110499108926","0.00157542014400155","-0.000181631492305661","0.0655457972383773","0.0544620852749109","0.00927028085822666","0.00755110498926726","-4.36900055384641","-19.611198825145","-7.26529157293689","6.1899533350922","4.36900055344477","4.45494721426275","19.6111988235494","19.8773808375836","7.26529157230542","7.39027715564808","-6.18995333453758","-6.30734922740978","-4.46008093089906","-19.735153233146","-7.39159903839557","6.3325124816882","4.46008093076474","4.57048688415454","19.7351532327456","20.0343698200759","7.39159903817373","7.55022245837981","-6.33251248146725","-6.48787878557604","-0.399326781066699","-1.4188302067051","-0.597303028524156","0.537284577261076","0.399326779368901","0.428053980367845","1.41883019983667","1.47757490099445","0.597303024683538","0.633893354849975","-0.53728457334023","-0.574555491829008"
"9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.211973551260236","0.0566332294507658","-0.605959001154486","0.211973550322956","0.247119737568544","-0.056633229366986","-0.0599745715201023","0.605958999136276","0.692140532154065","0.0336645838566062","-0.302684355286264","-0.0388253396657503","-0.0336645838566178","-0.0319409949523982","0.302684355286945","0.317024969124798","0.0388253396658422","0.0410354225043585","0.0310723616489757","-0.328855658217507","-0.0427846380874782","-0.0310723616491301","-0.026296190729287","0.32885565821963","0.349620535531276","0.0427846380877607","0.046407953511577","0.000181631487442273","-0.0544620853492074","-0.00755110499994746","-0.000181631471885401","0.00193891098989158","0.054462085263318","0.0597647861730573","0.00755110498926718","0.00858016492127431","-1.90739234404114","-7.26529157238193","-2.93831018211082","2.6010512521209","2.15078465866574","1.90739234399491","8.04611109733579","7.26529157226828","3.30929534386494","2.9383101820375","-2.95244188347722","-2.60105125204427","-1.97603906678102","-7.3915990382291","-3.04189318374716","2.71468361681248","2.27303977640936","1.97603906674711","8.29912181104193","7.391599038168","3.49743228697997","3.04189318370831","-3.15549170994759","-2.71468361677295","-0.224703108462259","-0.597303021385329","-0.311358361095853","0.302319463191166","0.294519715560001","0.224703110221405","0.762528978466853","0.597303024683505","0.412463592057557","0.311358363814445","-0.405889932887277","-0.302319466186974"
"10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1.90739234415122","-7.26529157284727","-2.93831018228873","2.60105125227467","1.90739234399699","1.96875698573466","7.26529157223108","7.39027715563336","2.93831018204602","3.02620258706272","-2.60105125206197","-2.69422848858541","-1.97603906682827","-7.3915990383685","-3.0418931838129","2.71468361687411","1.97603906676666","2.06394467341463","7.3915990381819","7.55022245838216","3.04189318371146","3.18156307492406","-2.71468361677363","-2.87113054355294","-0.224703111159508","-0.597303030815741","-0.311358365309194","0.302319467089666","0.224703110541778","0.250827381781996","0.597303027913228","0.633893354849902","0.311358363814424","0.352985851329511","-0.3023194655992","-0.350735477644305"
"11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.73140225286692","6.18995333459755","2.60105125211579","-2.33879941428396","-1.96226535242916","-1.73140225282663","-6.88688982428768","-6.18995333449815","-2.95244188347439","-2.60105125205181","2.67888366322817","2.33879941421712","1.80506103808884","6.33251248151835","2.71468361680652","-2.46308215148314","-2.09057036000418","-1.80506103805792","-7.1565680178685","-6.33251248146242","-3.15549170994766","-2.71468361677094","2.89927117530765","2.46308215144692","0.220828779728172","0.537284570227488","0.302319463053147","-0.300537096763303","-0.29046979998585","-0.220828781392996","-0.693824975392775","-0.537284573340183","-0.405889932887269","-0.302319465599212","0.40906492598042","0.300537099562924"
"12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.73140225295576","6.18995333497582","2.60105125225977","-2.33879941440814","-1.73140225282216","-1.79506848575087","-6.1899533344407","-6.30734922739137","-2.60105125204944","-2.69422848858323","2.33879941422401","2.44041474692208","1.8050610381344","6.33251248165479","2.71468361687028","-2.46308215154274","-1.80506103807711","-1.8989725949881","-6.33251248148037","-6.48787878557906","-2.71468361677607","-2.87113054355332","2.46308215144959","2.64311039798568","0.220828782586414","0.537284580310584","0.302319467506557","-0.300537100863824","-0.22082878205184","-0.249247575182889","-0.537284577655935","-0.574555491828914","-0.302319466186941","-0.350735477644292","0.300537099562899","0.358104154229026"
